Member,Type,Facility,Year,Date Of Commitment,Amount Agreed,Amount (mn),IFScode,Country,Region,Facility acronym,facilitycode,typecode,decade,incomecode
Chile,GRA,Stand-By Arrangement,1968,1-Mar-68,"46,000,000",46,228,CHL,WHD,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1968,1-Mar-68,"19,000,000",19,278,NIC,WHD,SBA,6,1,1,LIC
Uruguay,GRA,Stand-By Arrangement,1968,1-Mar-68,"25,000,000",25,298,URY,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1968,27-Mar-68,"27,500,000",27.5,566,PHL,APD,SBA,6,1,1,EMDE
Burundi,GRA,Stand-By Arrangement,1968,28-Mar-68,"6,000,000",6,618,BDI,AFR,SBA,6,1,1,LIC
"Türkiye, Republic of",GRA,Stand-By Arrangement,1968,1-Apr-68,"27,000,000",27,186,TUR,EUR,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1968,11-Apr-68,"25,000,000",25,542,KOR,APD,SBA,6,1,1,AE
Argentina,GRA,Stand-By Arrangement,1968,15-Apr-68,"125,000,000",125,213,ARG,WHD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1968,16-Apr-68,"10,000,000",10,258,GTM,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1968,19-Apr-68,"33,500,000",33.5,233,COL,WHD,SBA,6,1,1,EMDE
Rwanda,GRA,Stand-By Arrangement,1968,20-Apr-68,"3,000,000",3,714,RWA,AFR,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1968,29-Apr-68,"87,500,000",87.5,223,BRA,WHD,SBA,6,1,1,EMDE
Sri Lanka,GRA,Stand-By Arrangement,1968,6-May-68,"19,500,000",19.5,524,LKA,APD,SBA,6,1,1,EMDE
Panama,GRA,Stand-By Arrangement,1968,8-May-68,"3,000,000",3,283,PAN,WHD,SBA,6,1,1,EMDE
Ghana,GRA,Stand-By Arrangement,1968,28-May-68,"12,000,000",12,652,GHA,AFR,SBA,6,1,1,LIC
Liberia,GRA,Stand-By Arrangement,1968,1-Jun-68,"3,200,000",3.2,668,LBR,AFR,SBA,6,1,1,LIC
"Afghanistan, Islamic Republic of",GRA,Stand-By Arrangement,1968,10-Jul-68,"7,000,000",7,512,AFG,MCD,SBA,6,1,1,LIC
Mali,GRA,Stand-By Arrangement,1968,12-Aug-68,"5,000,000",5,678,MLI,AFR,SBA,6,1,1,LIC
Pakistan,GRA,Stand-By Arrangement,1968,17-Oct-68,"75,000,000",75,564,PAK,MCD,SBA,6,1,1,EMDE
Morocco,GRA,Stand-By Arrangement,1968,27-Oct-68,"27,000,000",27,686,MAR,MCD,SBA,6,1,1,EMDE
Peru,GRA,Stand-By Arrangement,1968,8-Nov-68,"75,000,000",75,293,PER,WHD,SBA,6,1,1,EMDE
Sudan,GRA,Stand-By Arrangement,1968,5-Dec-68,"12,000,000",12,732,SDN,MCD,SBA,6,1,1,LIC
Paraguay,GRA,Stand-By Arrangement,1969,1-Jan-69,"7,500,000",7.5,288,PRY,WHD,SBA,6,1,1,EMDE
Tunisia,GRA,Stand-By Arrangement,1969,1-Jan-69,"6,000,000",6,744,TUN,MCD,SBA,6,1,1,EMDE
Bolivia,GRA,Stand-By Arrangement,1969,16-Jan-69,"20,000,000",20,218,BOL,WHD,SBA,6,1,1,EMDE
Panama,GRA,Stand-By Arrangement,1969,16-Jan-69,"3,200,000",3.2,283,PAN,WHD,SBA,6,1,1,EMDE
Somalia,GRA,Stand-By Arrangement,1969,20-Jan-69,"6,000,000",6,726,SOM,MCD,SBA,6,1,1,LIC
Honduras,GRA,Stand-By Arrangement,1969,1-Feb-69,"11,000,000",11,268,HND,WHD,SBA,6,1,1,LIC
Sierra Leone,GRA,Stand-By Arrangement,1969,28-Mar-69,"2,500,000",2.5,724,SLE,AFR,SBA,6,1,1,LIC
Guyana,GRA,Stand-By Arrangement,1969,29-Mar-69,"4,000,000",4,336,GUY,WHD,SBA,6,1,1,EMDE
Indonesia,GRA,Stand-By Arrangement,1969,4-Apr-69,"70,000,000",70,536,IDN,APD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1969,7-Apr-69,"18,000,000",18,248,ECU,WHD,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1969,15-Apr-69,"25,000,000",25,542,KOR,APD,SBA,6,1,1,AE
Burundi,GRA,Stand-By Arrangement,1969,19-Apr-69,"4,000,000",4,618,BDI,AFR,SBA,6,1,1,LIC
Chile,GRA,Stand-By Arrangement,1969,19-Apr-69,"40,000,000",40,228,CHL,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1969,19-Apr-69,"33,250,000",33.25,233,COL,WHD,SBA,6,1,1,EMDE
Rwanda,GRA,Stand-By Arrangement,1969,28-Apr-69,"2,000,000",2,714,RWA,AFR,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1969,29-Apr-69,"50,000,000",50,223,BRA,WHD,SBA,6,1,1,EMDE
Nicaragua,GRA,Stand-By Arrangement,1969,26-May-69,"15,000,000",15,278,NIC,WHD,SBA,6,1,1,LIC
Ghana,GRA,Stand-By Arrangement,1969,29-May-69,"5,000,000",5,652,GHA,AFR,SBA,6,1,1,LIC
Liberia,GRA,Stand-By Arrangement,1969,1-Jun-69,"2,000,000",2,668,LBR,AFR,SBA,6,1,1,LIC
United Kingdom,GRA,Stand-By Arrangement,1969,20-Jun-69,"1,000,000,000",1000,112,GBR,EUR,SBA,6,1,1,AE
"Türkiye, Republic of",GRA,Stand-By Arrangement,1969,1-Jul-69,"27,000,000",27,186,TUR,EUR,SBA,6,1,1,EMDE
El Salvador,GRA,Stand-By Arrangement,1969,15-Jul-69,"17,000,000",17,253,SLV,WHD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1969,1-Aug-69,"12,000,000",12,258,GTM,WHD,SBA,6,1,1,EMDE
Sri Lanka,GRA,Stand-By Arrangement,1969,12-Aug-69,"19,500,000",19.5,524,LKA,APD,SBA,6,1,1,EMDE
France,GRA,Stand-By Arrangement,1969,19-Sep-69,"985,000,000",985,132,FRA,EUR,SBA,6,1,1,AE
"Afghanistan, Islamic Republic of",GRA,Stand-By Arrangement,1969,23-Oct-69,"12,000,000",12,512,AFG,MCD,SBA,6,1,1,LIC
Mali,GRA,Stand-By Arrangement,1969,23-Oct-69,"3,000,000",3,678,MLI,AFR,SBA,6,1,1,LIC
Myanmar,GRA,Stand-By Arrangement,1969,24-Nov-69,"12,000,000",12,518,MMR,APD,SBA,6,1,1,LIC
Morocco,GRA,Stand-By Arrangement,1969,15-Dec-69,"25,000,000",25,686,MAR,MCD,SBA,6,1,1,EMDE
Tunisia,GRA,Stand-By Arrangement,1970,1-Jan-70,"7,500,000",7.5,744,TUN,MCD,SBA,6,1,1,EMDE
Somalia,GRA,Stand-By Arrangement,1970,20-Jan-70,"3,980,000",3.98,726,SOM,MCD,SBA,6,1,1,LIC
Panama,GRA,Stand-By Arrangement,1970,3-Feb-70,"10,000,000",10,283,PAN,WHD,SBA,6,1,1,EMDE
Brazil,GRA,Stand-By Arrangement,1970,4-Feb-70,"50,000,000",50,223,BRA,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1970,20-Feb-70,"27,500,000",27.5,566,PHL,APD,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1970,13-Mar-70,"25,000,000",25,542,KOR,APD,SBA,6,1,1,AE
Guyana,GRA,Stand-By Arrangement,1970,6-Apr-70,"3,000,000",3,336,GUY,WHD,SBA,6,1,1,EMDE
Indonesia,GRA,Stand-By Arrangement,1970,17-Apr-70,"46,300,000",46.3,536,IDN,APD,SBA,6,1,1,EMDE
Peru,GRA,Stand-By Arrangement,1970,17-Apr-70,"35,000,000",35,293,PER,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1970,21-Apr-70,"38,500,000",38.5,233,COL,WHD,SBA,6,1,1,EMDE
Uruguay,GRA,Stand-By Arrangement,1970,28-May-70,"13,750,000",13.75,298,URY,WHD,SBA,6,1,1,EMDE
Liberia,GRA,Stand-By Arrangement,1970,1-Jun-70,"2,000,000",2,668,LBR,AFR,SBA,6,1,1,LIC
Burundi,GRA,Stand-By Arrangement,1970,8-Jun-70,"1,500,000",1.5,618,BDI,AFR,SBA,6,1,1,LIC
Haiti,GRA,Stand-By Arrangement,1970,29-Jun-70,"2,200,000",2.2,263,HTI,WHD,SBA,6,1,1,LIC
Nicaragua,GRA,Stand-By Arrangement,1970,12-Aug-70,"14,000,000",14,278,NIC,WHD,SBA,6,1,1,LIC
"Türkiye, Republic of",GRA,Stand-By Arrangement,1970,17-Aug-70,"90,000,000",90,186,TUR,EUR,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1970,14-Sep-70,"22,000,000",22,248,ECU,WHD,SBA,6,1,1,EMDE
El Salvador,GRA,Stand-By Arrangement,1970,22-Dec-70,"14,000,000",14,253,SLV,WHD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1970,28-Dec-70,"14,000,000",14,258,GTM,WHD,SBA,6,1,1,EMDE
Korea,GRA,Stand-By Arrangement,1971,1-Jan-71,"25,000,000",25,542,KOR,APD,SBA,6,1,1,AE
Brazil,GRA,Stand-By Arrangement,1971,4-Feb-71,"50,000,000",50,223,BRA,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1971,16-Mar-71,"45,000,000",45,566,PHL,APD,SBA,6,1,1,EMDE
Morocco,GRA,Stand-By Arrangement,1971,18-Mar-71,"30,000,000",30,686,MAR,MCD,SBA,6,1,1,EMDE
Sri Lanka,GRA,Stand-By Arrangement,1971,18-Mar-71,"24,500,000",24.5,524,LKA,APD,SBA,6,1,1,EMDE
Panama,GRA,Stand-By Arrangement,1971,23-Mar-71,"14,000,000",14,283,PAN,WHD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1971,21-Apr-71,"38,000,000",38,233,COL,WHD,SBA,6,1,1,EMDE
Indonesia,GRA,Stand-By Arrangement,1971,22-Apr-71,"50,000,000",50,536,IDN,APD,SBA,6,1,1,EMDE
Guyana,GRA,Stand-By Arrangement,1971,3-May-71,"4,000,000",4,336,GUY,WHD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1971,1-Jun-71,"15,000,000",15,268,HND,WHD,SBA,6,1,1,LIC
Haiti,GRA,Stand-By Arrangement,1971,29-Jun-71,"3,000,000",3,263,HTI,WHD,SBA,6,1,1,LIC
Uganda,GRA,Stand-By Arrangement,1971,22-Jul-71,"10,000,000",10,746,UGA,AFR,SBA,6,1,1,LIC
Mali,GRA,Stand-By Arrangement,1971,29-Jul-71,"4,500,000",4.5,678,MLI,AFR,SBA,6,1,1,LIC
Korea,GRA,Stand-By Arrangement,1972,1-Jan-72,"30,000,000",30,542,KOR,APD,SBA,6,1,1,AE
Nicaragua,GRA,Stand-By Arrangement,1972,9-Feb-72,"10,750,000",10.75,278,NIC,WHD,SBA,6,1,1,LIC
Liberia,GRA,Stand-By Arrangement,1972,1-Mar-72,"4,000,000",4,668,LBR,AFR,SBA,6,1,1,LIC
Brazil,GRA,Stand-By Arrangement,1972,3-Mar-72,"50,000,000",50,223,BRA,WHD,SBA,6,1,1,EMDE
Guatemala,GRA,Stand-By Arrangement,1972,29-Mar-72,"9,000,000",9,258,GTM,WHD,SBA,6,1,1,EMDE
Sudan,GRA,Stand-By Arrangement,1972,29-Mar-72,"40,000,000",40,732,SDN,MCD,SBA,6,1,1,LIC
Indonesia,GRA,Stand-By Arrangement,1972,17-Apr-72,"50,000,000",50,536,IDN,APD,SBA,6,1,1,EMDE
Colombia,GRA,Stand-By Arrangement,1972,1-May-72,"40,000,000",40,233,COL,WHD,SBA,6,1,1,EMDE
Philippines,GRA,Stand-By Arrangement,1972,11-May-72,"45,000,000",45,566,PHL,APD,SBA,6,1,1,EMDE
Guyana,GRA,Stand-By Arrangement,1972,15-May-72,"2,800,000",2.8,336,GUY,WHD,SBA,6,1,1,EMDE
Pakistan,GRA,Stand-By Arrangement,1972,18-May-72,"100,000,000",100,564,PAK,MCD,SBA,6,1,1,EMDE
Honduras,GRA,Stand-By Arrangement,1972,7-Jun-72,"15,000,000",15,268,HND,WHD,SBA,6,1,1,LIC
Panama,GRA,Stand-By Arrangement,1972,22-Jun-72,"9,000,000",9,283,PAN,WHD,SBA,6,1,1,EMDE
Uruguay,GRA,Stand-By Arrangement,1972,27-Jun-72,"20,000,000",20,298,URY,WHD,SBA,6,1,1,EMDE
Ecuador,GRA,Stand-By Arrangement,1972,3-Jul-72,"16,500,000",16.5,248,ECU,WHD,SBA,6,1,1,EMDE
Haiti,GRA,Stand-By Arrangement,1972,6-Jul-72,"4,000,000",4,263,HTI,WHD,SBA,6,1,1,LIC
El Salvador,GRA,Stand-By Arrangement,1972,8-Sep-72,"8,750,000",8.75,253,SLV,WHD,SBA,6,1,1,EMDE
